KRNr,VorlageNr,Titel,Geschaeftsart,AblaufschrittTyp,DokumentTitel,eDocumentFileName,eDocumentID,Version,Sitzungsdatum,url
5278,5278,Gesetz über die Jugendheime und die Pflegekinderfürsorge,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,21ce2729c0f44d3498481699fd6c434d-332,1,2017-01-23T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/21ce2729c0f44d3498481699fd6c434d-332/1/pdf
5295,5295,Einführungsgesetz zum Bundesgesetz über die Berufsbildung,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,a413d884e9694491b8f10d8d21c79300-332,1,2017-01-23T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a413d884e9694491b8f10d8d21c79300-332/1/pdf
5313,5313,A. Änderung des Einführungsgesetzes zum Krankenversicherungsgesetz vom 13. Juni 1999    B. Einführungsgesetz zum Krankenversicherungsgesetz (EG KVG),Vorlage,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,7fa32775cd574315ada8f2cd82a3b299-332,1,2017-02-06T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/7fa32775cd574315ada8f2cd82a3b299-332/1/pdf
5168,5168,"Gewaltentrennung im Veterinärbereich und Änderung der heutigen Tierschutzkommission in eine vom Parlament gewählte, unabhängige Verwaltungskommission zwecks allein verantwortlichen Vollzugs des Tierschutzgesetzes",Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,ef2db05953b14888917e7e6afd5e2e9d-332,1,2017-02-06T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ef2db05953b14888917e7e6afd5e2e9d-332/1/pdf
91/2014,,Eignerstrategie für das Universitätsspital Zürich (USZ),Parlamentarische Initiative,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,15264a6304784216ad648270ff191f39-332,1,2017-02-13T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/15264a6304784216ad648270ff191f39-332/1/pdf
5251,5251,Kantonale Volksinitiative «Stopp der Verkehrsbehinderung (Anti-Stauinitiative)»,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,5feb6b5104004db3812b890dab13d71b-332,1,2017-03-13T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/5feb6b5104004db3812b890dab13d71b-332/1/pdf
5180,5180,"Teilrevision des kantonalen Richtplans (Kapitel 6, öffentliche Bauten und Anlagen, Gebietsplanung Hochschulgebiet Zürich-Zentrum)",Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,6253636895914fefba1d89aa74248839-332,1,2017-03-13T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/6253636895914fefba1d89aa74248839-332/1/pdf
286/2016,,Strassengesetz 722.1,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,1fd89bead1d74444929036fc2cbccdf7-332,1,2017-03-13T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/1fd89bead1d74444929036fc2cbccdf7-332/1/pdf
318/2016,,Keine Sonderrechte für christliche Religionsgemeinschaften,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,58217f34333b4ad099eba69e6689a757-332,1,2017-03-13T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/58217f34333b4ad099eba69e6689a757-332/1/pdf
142/2016,,Bedarfsgerechte Akutversorgung: Keine Leistungsaufträge für Überkapazitäten,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,d094cc23ac3f4e358e4e2553c3a261bf-332,1,2017-03-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d094cc23ac3f4e358e4e2553c3a261bf-332/1/pdf
320/2016,,Kein Zwang für Hundekurse,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,bfcafe6c78de4efbb36c7b68122f4e8d-332,1,2017-03-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/bfcafe6c78de4efbb36c7b68122f4e8d-332/1/pdf
169/2016,,Keine selbständige Anfechtung von Auflagen und Weisungen in der Sozialhilfe,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,ddf094e3cacc49f98015205fe901d887-332,1,2017-03-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ddf094e3cacc49f98015205fe901d887-332/1/pdf
5179,5179,"Teilrevision des kantonalen Richtplans (Kapitel 4 Verkehr, verschiedene Vorhaben)",Vorlage,Zustimmung,Abstimmungsresultat 5179 b,Abstimmungsresultat_5179_b,449550471c884b7fa7fb101dd8fda670-332,1,2017-03-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/449550471c884b7fa7fb101dd8fda670-332/1/pdf
75/2016,,Kantonale Anstellung der DAZ-Lehrkräfte,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,23e1759229bf472b84e03e180af3ae87-332,1,2017-03-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/23e1759229bf472b84e03e180af3ae87-332/1/pdf
319/2016,,"Hundegesetz, praktische Hundeausbildung",Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,973b284b95634848a3053b7fbf712bf2-332,1,2017-03-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/973b284b95634848a3053b7fbf712bf2-332/1/pdf
110/2016,,Drei Prozent-Quorum bei Kantonsratswahlen,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,ca2c2ffb05e14256bebe4c05eae8d6b4-332,1,2017-03-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ca2c2ffb05e14256bebe4c05eae8d6b4-332/1/pdf
335/2014,,"Wort halten! Realisierung des PJZ, wie den Stimmbürgerinnen und Stimmbürgern versprochen",Parlamentarische Initiative,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,1ea42bb1ed9b4eeea11605903a7952b2-332,1,2017-03-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/1ea42bb1ed9b4eeea11605903a7952b2-332/1/pdf
141/2016,,Parlamentarisches Anfragerecht an die Gerichte,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,dcf26c4c84ca490087dc18d51ad76bea-332,1,2017-03-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dcf26c4c84ca490087dc18d51ad76bea-332/1/pdf
5179,5179,"Teilrevision des kantonalen Richtplans (Kapitel 4 Verkehr, verschiedene Vorhaben)",Vorlage,Zustimmung,Abstimmungsresultat 5179a,Abstimmungsresultat_5179a,d05a3402ded44a2d80681960ef90787e-332,1,2017-03-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d05a3402ded44a2d80681960ef90787e-332/1/pdf
5263,5263,Beitritt zur revidierten Interkantonalen Vereinbarung über das öffentliche Beschaffungswesen vom 15. März 2001,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,67b59b3293b34c4ea228e6e153b99ff1-332,1,2017-03-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/67b59b3293b34c4ea228e6e153b99ff1-332/1/pdf
332/2016,,Sunset Legislation für das Hundegesetz,Parlamentarische Initiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,bdc9aea5b30a42aab8943800daeb3327-332,1,2017-03-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/bdc9aea5b30a42aab8943800daeb3327-332/1/pdf
5179,5179,"Teilrevision des kantonalen Richtplans (Kapitel 4 Verkehr, verschiedene Vorhaben)",Vorlage,Zustimmung,Abstimmungsresultat 5179e,Abstimmungsresultat_5179e,63aa1390f10a4e5eab87168403a71659-332,1,2017-03-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/63aa1390f10a4e5eab87168403a71659-332/1/pdf
147/2014,,Verkehrsabgaben Veteranenfahrzeug,Parlamentarische Initiative,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,ba6195edad6e474db03634ed27c58983-332,1,2017-04-03T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ba6195edad6e474db03634ed27c58983-332/1/pdf
46/2016,,Gleicher Schutz für alle Stalking-Opfer,Motion,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,2190be5571f94e76b3b86d52e2af5ab0-332,1,2017-04-03T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/2190be5571f94e76b3b86d52e2af5ab0-332/1/pdf
5289,5289,Zusatzleistungsgesetz,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,2e3b6b9636da4e7f962f000a9ab49255-332,1,2017-04-03T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/2e3b6b9636da4e7f962f000a9ab49255-332/1/pdf
122/2016,,Rechenschaftsbericht über verdeckte elektronische Ermittlungs- und Überwachungsmittel,Motion,Ablehnung,Abstimmungsresultat,Abstimmungsresultat,27604885fba440cc85872b4c19c0ca0d-332,1,2017-04-03T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/27604885fba440cc85872b4c19c0ca0d-332/1/pdf
272/2014,,"Vorläufig aufgenommene, Status F, keine Sozialhilfe mehr nach SKOS",Parlamentarische Initiative,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,0b072a5f49f24d409f47142792c3ab73-332,1,2017-04-03T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/0b072a5f49f24d409f47142792c3ab73-332/1/pdf
58/2016,,"Weitergabe von Informationen sowie Übernahme von Auflagen, Weisungen und Sanktionen in der Sozialhilfe bei Wohnortwechseln",Motion,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,77500b92926e4d50aba6d803920b4273-332,1,2017-04-03T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/77500b92926e4d50aba6d803920b4273-332/1/pdf
28/2017,,Baukosten langfristig senken (selbständige Baukompetenz),Leistungsmotion,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,7e80b72d59ae4b579f8dc8cc6224be05-332,1,2017-04-10T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/7e80b72d59ae4b579f8dc8cc6224be05-332/1/pdf
29/2017,,Baukosten langfristig senken (Zuständigkeitsbereich Baudirektion),Leistungsmotion,Überweisung an Regierungsrat,Abstimmungsresultat,Abstimmungsresultat,90e9be24478847adaeaefd0e83ee5a9a-332,1,2017-04-10T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/90e9be24478847adaeaefd0e83ee5a9a-332/1/pdf
5198,5198,Gesetz über das Universitätsspital Zürich,Vorlage,2. Lesung,Abstimmungsresultat,Abstimmungsresultat,cbd445a0c8c1406891d32385a8869520-332,1,2017-04-10T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbd445a0c8c1406891d32385a8869520-332/1/pdf
5301,5301,Spitalplanungs- und -finanzierungsgesetz (SPFG),Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,858d228ed76a4dec825724842692fb92-332,1,2017-04-10T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/858d228ed76a4dec825724842692fb92-332/1/pdf
403/2016,,Förderung des Einsatzes von Zürcher Holz und vermehrter Berücksichtigung von Zürcher Bauunternehmen bei der Vergabe von öffentlichen Bauaufträgen im Kanton Zürich («Holzinitiative»),Einzelinitiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,94298e80b0234f4684f7ccce32592b1f-332,2,2017-04-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/94298e80b0234f4684f7ccce32592b1f-332/2/pdf
374/2016,,Korrektur der Gehälter von Verwaltungsräten der staatlichen Betriebe,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,e9714ebbc95b4584a9df9b3df1397c75-332,1,2017-04-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/e9714ebbc95b4584a9df9b3df1397c75-332/1/pdf
248/2016,,Chaoten statt Steuerzahler belasten,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,b2fbfaa5749f41b19280f509a6767b69-332,1,2017-04-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/b2fbfaa5749f41b19280f509a6767b69-332/1/pdf
343/2016,,Schluss mit der Missachtung von «Stopp Werbung» - Beschriftungen an Briefkästen,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,6cefbe78d33d42f2a31020b055bc4695-332,1,2017-04-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/6cefbe78d33d42f2a31020b055bc4695-332/1/pdf
23/2017,,Katzengesetz,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,e96ca5cabc064e888a0fd008798755dc-332,1,2017-04-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/e96ca5cabc064e888a0fd008798755dc-332/1/pdf
211/2016,,Änderung EKZ-Gesetz,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,047f1c1e166f4ad08a912ba4decf0af0-332,1,2017-04-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/047f1c1e166f4ad08a912ba4decf0af0-332/1/pdf
22/2017,,Verbot von Strom aus Kohlekraftwerken,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,4d792868702f40b7bc927e3e96354710-332,1,2017-04-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4d792868702f40b7bc927e3e96354710-332/1/pdf
21/2017,,Entfernung des «allmächtigen Gottes» aus der Präambel der Bundesverfassung,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,43c5ddf0ae76491895753c5abc2e46a3-332,1,2017-04-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/43c5ddf0ae76491895753c5abc2e46a3-332/1/pdf
5276,5276,Genehmigung der Änderung der Personalverordnung,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,f7643a7fa3a949fa9dce7c7d9847451f-332,1,2017-04-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/f7643a7fa3a949fa9dce7c7d9847451f-332/1/pdf
20/2017,,Es sei zu verbieten dass Richter im Kanton Zürich politischen Parteien angehören,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,ca9775cfa36e4ae88ed21c41ce4207ca-332,1,2017-04-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ca9775cfa36e4ae88ed21c41ce4207ca-332/1/pdf
5290,5290,Steuergesetz,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,86b3b39c0afc4485a2ef62c9e080fe47-332,1,2017-04-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/86b3b39c0afc4485a2ef62c9e080fe47-332/1/pdf
170/2016,,Keine Finanzierung universitärer Ausbildung durch die Sozialhilfe,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,41d3ab5b9b7d42438d9c9daf9f1c8157-332,1,2017-04-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/41d3ab5b9b7d42438d9c9daf9f1c8157-332/1/pdf
358/2016,,Kleinkinderbetreuungsbeiträge / Mutterschaftsurlaub,Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,ee68efe05a034bc6b7d327cc195b2c92-332,1,2017-04-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ee68efe05a034bc6b7d327cc195b2c92-332/1/pdf
25/2017,,"CO/2 Abgabe, versteckte Steuern, und Lohnkürzung v. Parlament",Einzelinitiative,Ablehnung - Nicht vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,0050e7e98beb4a8ebe6f5462e31eeae7-332,1,2017-04-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/0050e7e98beb4a8ebe6f5462e31eeae7-332/1/pdf
5318,5318,Fristerstreckung für die Berichterstattung und Antragstellung zur Motion KR-Nr. 251/2014 betreffend Ein Betreibungsregister für den Kanton Zürich,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,3dcc2edf7b9745648c2c7ae493bb511a-332,1,2017-05-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/3dcc2edf7b9745648c2c7ae493bb511a-332/1/pdf
73/2017,,"Rechnung und Geschäftsbericht der Zürcher Kantonalbank
für das Jahr 2016",Geschäftsbericht,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,e1ee9a9d5a344f9e859affce7f9b7663-332,1,2017-05-15T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/e1ee9a9d5a344f9e859affce7f9b7663-332/1/pdf
49/2017,,Rechnung und Geschäftsbericht der Elektrizitätswerke des Kantons Zürich für das Jahr 2015/16,Geschäftsbericht,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,cff08230811c44e69136f9496cd30ada-332,1,2017-05-15T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cff08230811c44e69136f9496cd30ada-332/1/pdf
249/2016,,Abzahlen oder Abarbeiten der Schäden wegen grober Verunreinigung und Vandalismus,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,9865d5e6795c4db4bef8253dca62896d-332,1,2017-05-15T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/9865d5e6795c4db4bef8253dca62896d-332/1/pdf
24/2017,,Massnahmen zur Steuerung der Zuwanderung,Einzelinitiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,fd69dd2fcf424c629dc592a1fa6bef43-332,1,2017-05-22T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/fd69dd2fcf424c629dc592a1fa6bef43-332/1/pdf
44/2017,,Negativer Zuständigkeitskonflikt zwischen Sozialversicherungsgericht und Verwaltungsgericht,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,b1d525dedfcb48d7af312d7cb842bda9-332,1,2017-05-22T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/b1d525dedfcb48d7af312d7cb842bda9-332/1/pdf
406/2016,,Keine Besserstellung von Sozialhilfebezügern gegenüber Arbeitenden,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,de8deb57e7bc4e858f3ababbad8b5991-332,1,2017-05-22T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/de8deb57e7bc4e858f3ababbad8b5991-332/1/pdf
283/2016,,Unvereinbarkeiten für Mitglieder des Kantonsrates,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,46dae15ccbd0447682d850f489b2b4c2-332,2,2017-05-22T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/46dae15ccbd0447682d850f489b2b4c2-332/2/pdf
270/2016,,Frist zur Behandlung von Parlamentarischen Initiativen,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,16915498850b428cb79636404666c09d-332,1,2017-05-22T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/16915498850b428cb79636404666c09d-332/1/pdf
279/2016,,Berichterstattung des Regierungsrats zu kantonalen Beteiligungen,Parlamentarische Initiative,Vorläufig unterstützt,Abstimmungsresultat,Abstimmungsresultat,2f16c322c03744fa96ae245eeceb29b9-332,1,2017-05-22T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/2f16c322c03744fa96ae245eeceb29b9-332/1/pdf
5287,5287,Bewilligung eines Objektkredites für den Neubau eines Kreisels und die Redimensionierung der 634 Feldstrasse in Urdorf,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,71947e1bfe0d4350aacb06299fe60c88-332,1,2017-05-29T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/71947e1bfe0d4350aacb06299fe60c88-332/1/pdf
5288,5288,Objektkredit für den Ausbau der Schaffhauserstrasse in Bülach und Glattfelden (Hardwald),Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,6a4b9f41f23e48959f43f18a3ab786a6-332,1,2017-05-29T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/6a4b9f41f23e48959f43f18a3ab786a6-332/1/pdf
5179,5179,"Teilrevision des kantonalen Richtplans (Kapitel 4 Verkehr, verschiedene Vorhaben)",Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,eb3b28b4d60949b68320d6280d14b147-332,1,2017-05-29T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/eb3b28b4d60949b68320d6280d14b147-332/1/pdf
5258,5258,"Bewilligung eines Beitrages aus dem Lotteriefonds zugunsten der Universität Zürich, Institut für Epidemiologie, Biostatistik und Prävention, für das «Health of population project Zurich» (Gesundheitsplattform Hopp Zürich)",Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,5c369a3410a5479db800cc052001197c-332,1,2017-06-12T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/5c369a3410a5479db800cc052001197c-332/1/pdf
5198,5198,Gesetz über das Universitätsspital Zürich,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,62137eaee54042d0ad94e3bfa65e9fad-332,1,2017-06-12T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/62137eaee54042d0ad94e3bfa65e9fad-332/1/pdf
5293,5293,Spitalplanungs- und -finanzierungsgesetz (SPFG),Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,7aff8a8eba42495c8ae6f08d5ca65b0b-332,1,2017-06-12T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/7aff8a8eba42495c8ae6f08d5ca65b0b-332/1/pdf
5206,5206,Ausarbeitung einer Kreditvorlage zuhanden des Kantonsrates für einen Staatsbeitrag an die SBB für den Ausbau der S-Bahn-Strecke Uster–Aathal auf Doppelspur,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,fac9d2a92c9c46c18f1bbce0d857bdbf-332,1,2017-06-26T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/fac9d2a92c9c46c18f1bbce0d857bdbf-332/1/pdf
5323,5323,Änderung der Verordnung über das Angebot im öffentlichen Personenverkehr (Angebotsverordnung),Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,326ce1adc13e4bdb9c877a09d482e834-332,1,2017-06-26T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/326ce1adc13e4bdb9c877a09d482e834-332/1/pdf
317/2016,,Umsetzung des Bundesgerichtsentscheides vom 27. Mai 2015 mittels Behandlungspflicht von Umsetzungsvorlagen zu Volksinitiativen in der Form der allgemeinen Anregung,Parlamentarische Initiative,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,771d5f02de944587b7c7fedbff379a2a-332,1,2017-06-26T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/771d5f02de944587b7c7fedbff379a2a-332/1/pdf
155/2017,,Genehmigung Rechenschaftsbericht Verwaltungsgericht des Kantons Zürich für das Jahr 2016,Geschäftsbericht,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,e951313fb7544bf1b2cd34df1017a0c4-332,1,2017-07-03T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/e951313fb7544bf1b2cd34df1017a0c4-332/1/pdf
5329,5329,Objektkredit für den Ausbau der 1 Zürichstrasse in Wangen-Brüttisellen,Vorlage,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,0a8d1ef14fe343538ac45bedb70660fc-332,1,2017-07-03T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/0a8d1ef14fe343538ac45bedb70660fc-332/1/pdf
157/2017,,Rechenschaftsbericht Sozialversicherungsgericht des Kantons Zürich für das Jahr 2016,Geschäftsbericht,Zustimmung,Abstimmungsresultat,Abstimmungsresultat,61f8d3ccf24c46f3a669a0d3fe8a5df9-332,1,2017-07-03T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/61f8d3ccf24c46f3a669a0d3fe8a5df9-332/1/pdf
